file,action,doc_type,product,asset_type,manufacturer,title,pages,confidence,source,notes
4c15s-04-d_cutsheet.pdf,leave,(no text),4c15s 04 d cutsheet,document,,4C15S 04 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4C15S-04CS.pdf,leave,(no text),4C15S 04CS,document,,4C15S 04Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-06-cut-sheet.pdf,leave,(no text),4c15s 06 cut sheet,document,,4C15S 06 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-06-d_cutsheet.pdf,leave,(no text),4c15s 06 d cutsheet,document,,4C15S 06 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-06-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-06CS.pdf,leave,(no text),4C15S 06CS,document,,4C15S 06Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-07-cut-sheet.pdf,leave,(no text),4c15s 07 cut sheet,document,,4C15S 07 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-07-d_cutsheet.pdf,leave,(no text),4c15s 07 d cutsheet,document,,4C15S 07 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-07-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-07CS.pdf,leave,(no text),4C15S 07CS,document,,4C15S 07Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-08-cut-sheet.pdf,leave,(no text),4c15s 08 cut sheet,document,,4C15S 08 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-08-d_cutsheet.pdf,leave,(no text),4c15s 08 d cutsheet,document,,4C15S 08 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-08-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-08CS.pdf,leave,(no text),4C15S 08CS,document,,4C15S 08Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-13-cut-sheet.pdf,leave,(no text),4c15s 13 cut sheet,document,,4C15S 13 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-13-d_cutsheet.pdf,leave,(no text),4c15s 13 d cutsheet,document,,4C15S 13 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-13-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-13CS.pdf,leave,(no text),4C15S 13CS,document,,4C15S 13Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-3p-cut-sheet.pdf,leave,(no text),4c15s 3p cut sheet,document,,4C15S 3P Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-3p-d_cutsheet.pdf,leave,(no text),4c15s 3p d cutsheet,document,,4C15S 3P D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-3p-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-3PCS.pdf,leave,(no text),4C15S 3PCS,document,,4C15S 3Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-bin-cut-sheet.pdf,leave,(no text),4c15s bin cut sheet,document,,4C15S Bin Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-bin-d_cutsheet.pdf,leave,(no text),4c15s bin d cutsheet,document,,4C15S Bin D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-bin-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4c15s-bincs_1_1.pdf,leave,(no text),4c15s bincs 1 1,document,,4C15S Bincs 1 1,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-hop-cut-sheet.pdf,leave,(no text),4c15s hop cut sheet,document,,4C15S Hop Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c15s-hop-d_cutsheet.pdf,leave,(no text),4c15s hop d cutsheet,document,,4C15S Hop D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c15s-hop-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collar, SM15S",installation-guide,Florence Industries Company,Installing the VersatileÔ4C Surface Mount Collar,2,0.9,llm,
4C15S-HOPCS.pdf,rebrand,spec sheet,R.O.,spec-sheet,,R.O. Specification Sheet,1,1.0,llm,
4C16D-07CS.pdf,leave,(no text),4C16D 07CS,document,,4C16D 07Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-09-cut-sheet.pdf,leave,(no text),4c16d 09 cut sheet,document,,4C16D 09 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-09-d_cutsheet.pdf,leave,(no text),4c16d 09 d cutsheet,document,,4C16D 09 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-09-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Finished Floor Depth,2,0.0,llm,
4C16D-09CS.pdf,leave,(no text),4C16D 09CS,document,,4C16D 09Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-15-cut-sheet.pdf,leave,(no text),4c16d 15 cut sheet,document,,4C16D 15 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-15-d_cutsheet.pdf,leave,(no text),4c16d 15 d cutsheet,document,,4C16D 15 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-15-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Finished Floor Depth,2,0.0,llm,
4C16D-15CS.pdf,leave,(no text),4C16D 15CS,document,,4C16D 15Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-19-cut-sheet.pdf,leave,(no text),4c16d 19 cut sheet,document,,4C16D 19 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-19-d_cutsheet.pdf,leave,(no text),4c16d 19 d cutsheet,document,,4C16D 19 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-19-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Finished Floor Depth,2,0.0,llm,
4C16D-19CS.pdf,leave,(no text),4C16D 19CS,document,,4C16D 19Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-20-cut-sheet.pdf,leave,(no text),4c16d 20 cut sheet,document,,4C16D 20 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-20-d_cutsheet.pdf,leave,(no text),4c16d 20 d cutsheet,document,,4C16D 20 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-20-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Finished Floor Depth,2,0.0,llm,
4C16D-20CS.pdf,leave,(no text),4C16D 20CS,document,,4C16D 20Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-29-cut-sheet.pdf,leave,(no text),4c16d 29 cut sheet,document,,4C16D 29 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-29-d_cutsheet.pdf,leave,(no text),4c16d 29 d cutsheet,document,,4C16D 29 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-29-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Finished Floor Depth,2,0.0,llm,
4C16D-29CS.pdf,leave,(no text),4C16D 29CS,document,,4C16D 29Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-6p-cut-sheet.pdf,leave,(no text),4c16d 6p cut sheet,document,,4C16D 6P Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16d-6p-d_cutsheet.pdf,leave,(no text),4c16d 6p d cutsheet,document,,4C16D 6P D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16d-6p-sm_cutsheet_pdp_.pdf,leave,drawing,,drawing,,Actual Depth Finished Floor,2,0.0,llm,
4C16D-6PCS.pdf,leave,(no text),4C16D 6PCS,document,,4C16D 6Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4C16D-8PCS.pdf,leave,(no text),4C16D 8PCS,document,,4C16D 8Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-03-cut-sheet.pdf,leave,(no text),4c16s 03 cut sheet,document,,4C16S 03 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-03-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4C16S-03CS.pdf,leave,(no text),4C16S 03CS,document,,4C16S 03Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-04-cut-sheet.pdf,leave,(no text),4c16s 04 cut sheet,document,,4C16S 04 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-04-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4C16S-04CS.pdf,leave,(no text),4C16S 04CS,document,,4C16S 04Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-09-cut-sheet.pdf,leave,(no text),4c16s 09 cut sheet,document,,4C16S 09 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-09-d_cutsheet.pdf,leave,(no text),4c16s 09 d cutsheet,document,,4C16S 09 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16s-09-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4C16S-09CS.pdf,leave,(no text),4C16S 09CS,document,,4C16S 09Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-14-cut-sheet.pdf,leave,(no text),4c16s 14 cut sheet,document,,4C16S 14 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-14-d_cutsheet.pdf,leave,(no text),4c16s 14 d cutsheet,document,,4C16S 14 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16s-14-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4C16S-14CS.pdf,leave,(no text),4C16S 14CS,document,,4C16S 14Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-3p-cut-sheet.pdf,leave,(no text),4c16s 3p cut sheet,document,,4C16S 3P Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-3p-d_cutsheet.pdf,leave,(no text),4c16s 3p d cutsheet,document,,4C16S 3P D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4c16s-3p-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4C16S-3PCS.pdf,leave,(no text),4C16S 3PCS,document,,4C16S 3Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-bin-cut-sheet.pdf,leave,(no text),4c16s bin cut sheet,document,,4C16S Bin Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-bin-d_cutsheet.pdf,rebrand,installation guide,Versatile 4C Trash/Recycling Bin,installation-guide,Gibraltar Industries Company,Installing the Versatile 4C Trash/Recycling Bin,2,0.8,llm,
4c16s-bin-sm_cutsheet_pdp_.pdf,rebrand,installation guide,SM16S,installation-guide,Florence Industries Company,VersatileÔ4C Surface Mount Collar Installation Guide,2,1.0,llm,
4c16s-bincs_1_1.pdf,leave,(no text),4c16s bincs 1 1,document,,4C16S Bincs 1 1,1,0.0,fallback,no extractable text — review (may need OCR)
4c16s-hop-cut-sheet.pdf,rebrand,spec sheet,Florence Versatile Collection Box,spec-sheet,Abitron Industries Company,Florence Versatile Collection Box Specifications,1,0.9,llm,
4c16s-hop-d_cutsheet.pdf,rebrand,installation guide,,installation-guide,Florence,Installation Guide for Florence 4C Collection Box,2,1.0,llm,
4c16s-hop-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"versatileÔ4C Surface Mount Collar, SM16S",installation-guide,A Gibraltar Industries Company,Versatile 4C Surface Mount Collar Installation Guide,2,0.9,llm,
4C16S-HOPCS.pdf,rebrand,spec sheet,TOU SER ACCESSHANDLE,spec-sheet,,TOU SER ACCESSHANDLE Specification Sheet,1,0.8,llm,
4cadd-07-cut-sheet_1.pdf,leave,(no text),4cadd 07 cut sheet 1,document,,4Cadd 07 Cut Sheet 1,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-07-d_cutsheet.pdf,leave,(no text),4cadd 07 d cutsheet,document,,4Cadd 07 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4CADD-07-PCS.pdf,leave,(no text),4CADD 07 PCS,document,,4Cadd 07 Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-07-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10D",installation-guide,Florence Gibraltar Industries Company,Installation Guide for VersatileÔ4C Surface Mount Collars,2,1.0,llm,
4CADD-07CS.pdf,leave,(no text),4CADD 07CS,document,,4Cadd 07Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-08-cut-sheet.pdf,leave,(no text),4cadd 08 cut sheet,document,,4Cadd 08 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-08-d_cutsheet.pdf,leave,(no text),4cadd 08 d cutsheet,document,,4Cadd 08 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4CADD-08-PCS.pdf,leave,(no text),4CADD 08 PCS,document,,4Cadd 08 Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-08-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10D",installation-guide,Florence Gibraltar Industries Company,Mounting Instructions for VersatileÔ4C Surface Mount Collars,2,1.0,llm,
4CADD-08CS.pdf,leave,(no text),4CADD 08CS,document,,4Cadd 08Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-09-cut-sheet.pdf,leave,(no text),4cadd 09 cut sheet,document,,4Cadd 09 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-09-d_cutsheet.pdf,leave,(no text),4cadd 09 d cutsheet,document,,4Cadd 09 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4CADD-09-PCS_0.pdf,leave,(no text),4CADD 09 PCS 0,document,,4Cadd 09 Pcs 0,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-09-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10D",installation-guide,FlorencieMailboxes.com,Mounting Instructions for VersatileÔ4C Surface Mount Collars,2,0.9,llm,
4CADD-09CS.pdf,leave,(no text),4CADD 09CS,document,,4Cadd 09Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-10-cut-sheet.pdf,leave,(no text),4cadd 10 cut sheet,document,,4Cadd 10 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-10-d_cutsheet.pdf,leave,(no text),4cadd 10 d cutsheet,document,,4Cadd 10 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4CADD-10-PCS_0.pdf,leave,(no text),4CADD 10 PCS 0,document,,4Cadd 10 Pcs 0,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-10-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10D",installation-guide,Florence Gibraltar Industries Company,Mounting Instructions for VersatileÔ4C Surface Mount Collars,2,1.0,llm,
4CADD-10CS.pdf,leave,(no text),4CADD 10CS,document,,4Cadd 10Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-4p-cut-sheet.pdf,leave,(no text),4cadd 4p cut sheet,document,,4Cadd 4P Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cadd-4p-d_cutsheet.pdf,leave,(no text),4cadd 4p d cutsheet,document,,4Cadd 4P D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cadd-4p-sm_cutsheet_pdp_.pdf,rebrand,spec sheet,"VersatileÔ4C Surface Mount Collars, SM10D",spec-sheet,Gibraltar Industries Company,"VersatileÔ4C Surface Mount Collars, SM10D",2,1.0,llm,
4cads-01-cut-sheet.pdf,leave,(no text),4cads 01 cut sheet,document,,4Cads 01 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-01-d_cutsheet.pdf,leave,(no text),4cads 01 d cutsheet,document,,4Cads 01 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-01-sm_cutsheet_pdp_.pdf,rebrand,spec sheet,"VersatileÔ4C Surface Mount Collars, SM10S",spec-sheet,Gibraltar Industries Company,"VersatileÔ4C Surface Mount Collars, SM10S",2,1.0,llm,
4CADS-01CS.pdf,leave,(no text),4CADS 01CS,document,,4Cads 01Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-03-cut-sheet.pdf,leave,(no text),4cads 03 cut sheet,document,,4Cads 03 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-03-d_cutsheet.pdf,leave,(no text),4cads 03 d cutsheet,document,,4Cads 03 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-03-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10S",installation-guide,FlorencieMailboxes.com,Florence Versatile 4C Mailbox Installation Guide,2,0.9,llm,
4CADS-03CS.pdf,leave,(no text),4CADS 03CS,document,,4Cads 03Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-04-cut-sheet.pdf,leave,(no text),4cads 04 cut sheet,document,,4Cads 04 Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-04-d_cutsheet.pdf,leave,(no text),4cads 04 d cutsheet,document,,4Cads 04 D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-04-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10S",installation-guide,FlorencieMailboxes.com,Florence Versatile 4C Mailbox Installation Guide,2,0.9,llm,
4CADS-04CS.pdf,leave,(no text),4CADS 04CS,document,,4Cads 04Cs,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-2p-cut-sheet.pdf,leave,(no text),4cads 2p cut sheet,document,,4Cads 2P Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-2p-d_cutsheet.pdf,leave,(no text),4cads 2p d cutsheet,document,,4Cads 2P D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-2p-sm_cutsheet_pdp_.pdf,rebrand,spec sheet,"VersatileÔ4C Surface Mount Collars, SM10S",spec-sheet,Gibraltar Industries Company,Florence Versatile 4C Mailbox Installation Guide,2,0.8,llm,
4CADS-2PCS.pdf,leave,(no text),4CADS 2PCS,document,,4Cads 2Pcs,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-bin-cut-sheet.pdf,leave,(no text),4cads bin cut sheet,document,,4Cads Bin Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-bin-d_cutsheet.pdf,leave,(no text),4cads bin d cutsheet,document,,4Cads Bin D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-bin-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10S",installation-guide,Florence Gibraltar Industries Company,Mounting Instructions for VersatileÔ4C Surface Mount Collars,2,1.0,llm,
4cads-bincs.pdf,leave,(no text),4cads bincs,document,,4Cads Bincs,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-hop-cut-sheet.pdf,leave,(no text),4cads hop cut sheet,document,,4Cads Hop Cut Sheet,1,0.0,fallback,no extractable text — review (may need OCR)
4cads-hop-d_cutsheet.pdf,leave,(no text),4cads hop d cutsheet,document,,4Cads Hop D Cutsheet,2,0.0,fallback,no extractable text — review (may need OCR)
4cads-hop-sm_cutsheet_pdp_.pdf,rebrand,installation guide,"VersatileÔ4C Surface Mount Collars, SM10S",installation-guide,Florence Gibraltar Industries Company,"Installation Guide for VersatileÔ4C Surface Mount Collars, SM10S",2,1.0,llm,
4C_USPS_Specs.pdf,rebrand,specification highlights,Florence versatile,specification highlights,U.S. Postal Service,USPS STD-4C Specification Highlights,1,1.0,llm,
5-door-drawing-specs.pdf,leave,(no text),5 door drawing specs,document,,5 Door Drawing Specs,1,0.0,fallback,no extractable text — review (may need OCR)
5500_series_installation_instructions_1_.pdf,rebrand,mounting instructions,Post Mount Mailbox | 5500 Series,installation-guide,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | 5500 Series,1,1.0,llm,
5500_warranty_document.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,1.0,llm,
5560..pdf,rebrand,mounting instructions,Post Mount Mailbox | Model 5560,installation-guide,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | Model 5560,1,1.0,llm,
5560_warranty.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,0.8,llm,
5805-liberty-mail-post-line-drawing.pdf,leave,(no text),5805 liberty mail post line drawing,document,,5805 Liberty Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5808-signature-plus-mail-post-line-drawing.pdf,leave,(no text),5808 signature plus mail post line drawing,document,,5808 Signature Plus Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5809-rockport-single-mail-post-line-drawing.pdf,leave,(no text),5809 rockport single mail post line drawing,document,,5809 Rockport Single Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5810-dover-mail-post-line-drawing.pdf,leave,(no text),5810 dover mail post line drawing,document,,5810 Dover Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5811-rockport-double-mail-post-line-drawing.pdf,leave,(no text),5811 rockport double mail post line drawing,document,,5811 Rockport Double Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5814-newport-plus-double-mail-post-line-drawing.pdf,leave,(no text),5814 newport plus double mail post line drawing,document,,5814 Newport Plus Double Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5817-bradford-mail-post-line-drawing.pdf,leave,(no text),5817 bradford mail post line drawing,document,,5817 Bradford Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5830-westbrook-plus-mail-post-line-drawing.pdf,leave,(no text),5830 westbrook plus mail post line drawing,document,,5830 Westbrook Plus Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5835-signaturelamppostwconduit-linedrawing.pdf,rebrand,installation guide,5835,installation-guide,,Installation Guide for 5835 Product,1,1.0,llm,
5836-Liberty-Lamp-linedrawing.pdf,rebrand,spec sheet,5836,spec-sheet,,Spec Sheet for Product 5836,1,0.8,llm,
5836-Liberty-Lamp-linedrawing__a153a1.pdf,rebrand,spec sheet,MAYNE,spec-sheet,Outdoor Products of Distinction,MAYNE Spec Sheet,1,1.0,llm,
5846-charleston-plus-mail-post-line-drawing.pdf,leave,(no text),5846 charleston plus mail post line drawing,document,,5846 Charleston Plus Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5852-manchester-mail-post-line-drawing.pdf,leave,(no text),5852 manchester mail post line drawing,document,,5852 Manchester Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5857-charleston-mail-post-line-drawing.pdf,leave,(no text),5857 charleston mail post line drawing,document,,5857 Charleston Mail Post Line Drawing,1,0.0,fallback,no extractable text — review (may need OCR)
5864-BordeauxTall-linedrawing.pdf,leave,(no text),5864 BordeauxTall linedrawing,document,,5864 Bordeauxtall Linedrawing,1,0.0,fallback,no extractable text — review (may need OCR)
6-door-drawing-specs.pdf,leave,(no text),6 door drawing specs,document,,6 Door Drawing Specs,1,0.0,fallback,no extractable text — review (may need OCR)
6-Post-Mounting-Instructions_Revised.pdf,rebrand,installation guide,#6 Post,installation-guide,Imperial,Mounting Mailbox on Imperial #6 Post,1,0.9,llm,
6300_installation_instructions.pdf,rebrand,mounting instructions,Post Mount Mailbox | Model 6300,installation-guide,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | Model 6300,1,1.0,llm,
6300_warranty_document.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,0.8,llm,
6400_installation_instructions_1.pdf,rebrand,installation guide,Post Mount Mailbox | Model 6400,mounting-instructions,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | Model 6400,1,1.0,llm,
7-door-drawing-specs.pdf,leave,(no text),7 door drawing specs,document,,7 Door Drawing Specs,1,0.0,fallback,no extractable text — review (may need OCR)
7510-10-installation_instructions_1.pdf,rebrand,installation guide,HAMILTON 3” Round Mailbox Post with Cover and Finial,installation-guide,Architectural Mailboxes,Installing the Hamilton 3” Round Mailbox Post with Cover and Finial,1,0.9,llm,
7510b-10-warranty.pdf,leave,warranty,,certification,"Solar Group, Inc.",Warranty Information,2,1.0,llm,
7511_installation_instruction.pdf,rebrand,installation guide,7511,assembly-instructions,"Architectural Mailboxes, LLC",2’ Round In-Ground Mailbox Post with Side Braces Assembly Instructions,1,0.8,llm,
7511_warranty.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,0.8,llm,
7516_E.pdf,rebrand,installation guide,7516,installation-guide,"Architectural Mailboxes, LLC",Standard 3’ Round In-Ground Mailbox Post Assembly Instructions,1,1.0,llm,
7517_post_elevado_na_document_assemblyinstructions.pdf,rebrand,installation guide,7517,assembly-instructions,"Architectural Mailboxes, LLC",Assembly Instructions for 3’ Round Post with Cover | Model 7517,2,0.8,llm,
7517_warranty.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,0.8,llm,
7540_Assembly_Instructions.pdf,rebrand,installation guide,7540,assembly-instructions,"Architectural Mailboxes, LLC",Universal Mailbox Adapter for 4 X 4 Wooden Post (Model 7540) Assembly Instructions,2,1.0,llm,
7600_-_installation_instructions.pdf,rebrand,mounting instructions,Post Mount Mailbox | 7600 Series,installation-guide,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | 7600 Series,1,1.0,llm,
7680_installation_instruction_1.pdf,rebrand,installation guide,MB1 Mailbox with 2’ Round In-Ground Mailbox Post (Model 7680),assembly-instructions,"Architectural Mailboxes, LLC",Assembling and Installing Your MB1 Mailbox,1,0.8,llm,
7900_installation_instructions.pdf,rebrand,mounting instructions,Post Mount Mailbox | 7900 Series,installation-guide,Architectural Mailboxes,Mounting Instructions for Post Mount Mailbox | 7900 Series,1,1.0,llm,
7980_-_installation_instructions.pdf,rebrand,installation guide,7980,assembly-instructions,"Architectural Mailboxes, LLC",Assembling Your 3’ Round Post with Cover and Mailbox (Model 7980),1,1.0,llm,
7980_-_warranty.pdf,rebrand,warranty,,warranty,"Solar Group, Inc.",Warranty Information,2,0.8,llm,
